arch,init,seed,norm_theta,mean_absW,ln_r2_mean,stable_rank_mean,lens_power_mean,sv_entropy_mean
A,lognormal_he_scale,105,80.17942934122014,0.0987064822580051,0.9998323223226604,32.452393102770095,0.4504995383926396,4.548718011097292
A,lognormal_he_scale,106,80.05770106001867,0.09883825270279978,0.9998623702559892,33.056354078654365,0.4528868596667991,4.548143409430836
A,lognormal_he_scale,107,79.95601657072582,0.09873189569304716,0.9998520785896203,32.56337764916639,0.4482003711279074,4.5480318787803835
A,lognormal_he_scale,108,80.10992841921212,0.09891285079625904,0.99984200620944,32.71128560532283,0.4500581025643161,4.548884404035108
A,lognormal_he_scale,109,79.92698805330225,0.09875896930191612,0.9998397391963387,32.4040541686074,0.4481133508087307,4.547472900807783
A,lognormal_he_scale,110,80.25840780566155,0.0989985699994851,0.9998547212842076,32.71077047458371,0.45108147339392,4.548202022484326
A,lognormal_he_scale,111,79.84607841606875,0.09871157005424616,0.9997788037735933,33.29630768698285,0.4544368854134397,4.549539679733822
A,lognormal_he_scale,112,80.13671587353085,0.0987545513539055,0.9998436246961406,32.424316514156565,0.45025027429262443,4.54910883223264
A,lognormal_he_scale,113,80.20610206266484,0.09893129825770826,0.9998307603181427,32.48011978934435,0.4491573636128816,4.548345323153084
A,lognormal_he_scale,114,80.21898360455285,0.09894747940138099,0.9998212169349796,32.60978469999023,0.4500948028795896,4.549152507795311
A,lognormal_he_scale,115,80.3229629757314,0.09918707509030184,0.999825155553751,32.36568880681445,0.4477523138799181,4.549171469040242
A,lognormal_he_scale,116,80.28982473720764,0.09899875281679077,0.9998559592944447,32.487108590401654,0.4492386960662287,4.548497348447999
A,lognormal_he_scale,117,80.09826492825408,0.09878899645043088,0.9998489115990746,32.78311738541736,0.45107116484030674,4.549362499138948
A,lognormal_he_scale,118,79.96992817764591,0.09880184333905319,0.9998227049373696,32.917138051193646,0.45197839767765635,4.548526181735065
A,lognormal_he_scale,119,80.00181324041613,0.09874057795155641,0.9998540867710131,32.689885014096006,0.4503422166904171,4.549811520870068
A,lognormal_jaynes,100,42.73798697150958,0.049145452777989505,0.9998345183309195,32.83721057064754,0.4519140158139535,4.548469821997729
A,lognormal_jaynes,101,42.81154029803904,0.049276930020663676,0.999841884470128,32.69773015544467,0.4509216311509124,4.549134463998538
